Pos,Team,PTS,Year
6,Tyrrell Honda,12,1991 Constructor Standings
7,Minardi Ferrari,6,1991 Constructor Standings
8,Dallara Judd,5,1991 Constructor Standings
9,Lotus Judd,3,1991 Constructor Standings
10,Brabham Yamaha,3,1991 Constructor Standings
11,Lola Ford,2,1991 Constructor Standings
12,Leyton House Ilmor,1,1991 Constructor Standings
1,Williams Renault,164,1992 Constructor Standings
2,McLaren Honda,99,1992 Constructor Standings
3,Benetton Ford,91,1992 Constructor Standings
4,Ferrari,21,1992 Constructor Standings
5,Lotus Ford,13,1992 Constructor Standings
6,Tyrrell Ilmor,8,1992 Constructor Standings
7,Footwork Mugen Honda,6,1992 Constructor Standings
8,Ligier Renault,6,1992 Constructor Standings
9,March Ilmor,3,1992 Constructor Standings
10,Dallara Ferrari,2,1992 Constructor Standings
11,Jordan Yamaha,1,1992 Constructor Standings
12,Minardi Lamborghini,1,1992 Constructor Standings
13,Venturi Lamborghini,1,1992 Constructor Standings
1,Williams Renault,168,1993 Constructor Standings
2,McLaren Ford,84,1993 Constructor Standings
3,Benetton Ford,72,1993 Constructor Standings
4,Ferrari,28,1993 Constructor Standings
5,Ligier Renault,23,1993 Constructor Standings
6,Lotus Ford,12,1993 Constructor Standings
7,Sauber,12,1993 Constructor Standings
8,Minardi Ford,7,1993 Constructor Standings
9,Footwork Mugen Honda,4,1993 Constructor Standings
10,Larrousse Lamborghini,3,1993 Constructor Standings
11,Jordan Hart,3,1993 Constructor Standings
1,Williams Renault,118,1994 Constructor Standings
2,Benetton Ford,103,1994 Constructor Standings
3,Ferrari,71,1994 Constructor Standings
4,McLaren Peugeot,42,1994 Constructor Standings
5,Jordan Hart,28,1994 Constructor Standings
6,Ligier Renault,13,1994 Constructor Standings
7,Tyrrell Yamaha,13,1994 Constructor Standings
8,Sauber Mercedes,12,1994 Constructor Standings
9,Footwork Ford,9,1994 Constructor Standings
10,Minardi Ford,5,1994 Constructor Standings
11,Larrousse Ford,2,1994 Constructor Standings
1,Benetton Renault,137,1995 Constructor Standings
2,Williams Renault,112,1995 Constructor Standings
3,Ferrari,73,1995 Constructor Standings
4,McLaren Mercedes,30,1995 Constructor Standings
5,Ligier Mugen Honda,24,1995 Constructor Standings
6,Jordan Peugeot,21,1995 Constructor Standings
7,Sauber Ford,18,1995 Constructor Standings
8,Footwork Hart,5,1995 Constructor Standings
9,Tyrrell Yamaha,5,1995 Constructor Standings
10,Minardi Ford,1,1995 Constructor Standings
1,Williams Renault,175,1996 Constructor Standings
2,Ferrari,70,1996 Constructor Standings
3,Benetton Renault,68,1996 Constructor Standings
4,McLaren Mercedes,49,1996 Constructor Standings
5,Jordan Peugeot,22,1996 Constructor Standings
6,Ligier Mugen Honda,15,1996 Constructor Standings
7,Sauber Ford,11,1996 Constructor Standings
8,Tyrrell Yamaha,5,1996 Constructor Standings
9,Footwork Hart,1,1996 Constructor Standings
1,Williams Renault,123,1997 Constructor Standings
2,Ferrari,102,1997 Constructor Standings
3,Benetton Renault,67,1997 Constructor Standings
4,McLaren Mercedes,63,1997 Constructor Standings
5,Jordan Peugeot,33,1997 Constructor Standings
6,Prost Mugen Honda,21,1997 Constructor Standings
7,Sauber Petronas,16,1997 Constructor Standings
8,Arrows Yamaha,9,1997 Constructor Standings
9,Stewart Ford,6,1997 Constructor Standings
10,Tyrrell Ford,2,1997 Constructor Standings
1,McLaren Mercedes,156,1998 Constructor Standings
2,Ferrari,133,1998 Constructor Standings
3,Williams Mecachrome,38,1998 Constructor Standings
4,Jordan Mugen Honda,34,1998 Constructor Standings
5,Benetton Playlife,33,1998 Constructor Standings
6,Sauber Petronas,10,1998 Constructor Standings
7,Arrows,6,1998 Constructor Standings
8,Stewart Ford,5,1998 Constructor Standings
9,Prost Peugeot,1,1998 Constructor Standings
1,Ferrari,128,1999 Constructor Standings
2,McLaren Mercedes,124,1999 Constructor Standings
3,Jordan Mugen Honda,61,1999 Constructor Standings
4,Stewart Ford,36,1999 Constructor Standings
5,Williams Supertec,35,1999 Constructor Standings
6,Benetton Playlife,16,1999 Constructor Standings
7,Prost Peugeot,9,1999 Constructor Standings
8,Sauber Petronas,5,1999 Constructor Standings
9,Minardi Ford,1,1999 Constructor Standings
10,Arrows,1,1999 Constructor Standings
1,Ferrari,170,2000 Constructor Standings
2,McLaren Mercedes,152,2000 Constructor Standings
3,Williams BMW,36,2000 Constructor Standings
4,Benetton Playlife,20,2000 Constructor Standings
5,BAR Honda,20,2000 Constructor Standings
6,Jordan Mugen Honda,17,2000 Constructor Standings
7,Arrows Supertec,7,2000 Constructor Standings
8,Sauber Petronas,6,2000 Constructor Standings
9,Jaguar Cosworth,4,2000 Constructor Standings
1,Ferrari,179,2001 Constructor Standings
2,McLaren Mercedes,102,2001 Constructor Standings
3,Williams BMW,80,2001 Constructor Standings
4,Sauber Petronas,21,2001 Constructor Standings
5,Jordan Honda,19,2001 Constructor Standings
6,BAR Honda,17,2001 Constructor Standings
7,Benetton Renault,10,2001 Constructor Standings
8,Jaguar Cosworth,9,2001 Constructor Standings
9,Prost Acer,4,2001 Constructor Standings
10,Arrows Asiatech,1,2001 Constructor Standings
1,Ferrari,221,2002 Constructor Standings
2,Williams BMW,92,2002 Constructor Standings
3,McLaren Mercedes,65,2002 Constructor Standings
4,Renault,23,2002 Constructor Standings
5,Sauber Petronas,11,2002 Constructor Standings
6,Jordan Honda,9,2002 Constructor Standings
7,Jaguar Cosworth,8,2002 Constructor Standings
8,BAR Honda,7,2002 Constructor Standings
9,Minardi Asiatech,2,2002 Constructor Standings
10,Toyota,2,2002 Constructor Standings
11,Arrows Cosworth,2,2002 Constructor Standings
1,Ferrari,158,2003 Constructor Standings
2,Williams BMW,144,2003 Constructor Standings
3,McLaren Mercedes,142,2003 Constructor Standings
4,Renault,88,2003 Constructor Standings
5,BAR Honda,26,2003 Constructor Standings
6,Sauber Petronas,19,2003 Constructor Standings
7,Jaguar Cosworth,18,2003 Constructor Standings
8,Toyota,16,2003 Constructor Standings
9,Jordan Ford,13,2003 Constructor Standings
10,Minardi Cosworth,0,2003 Constructor Standings
1,Ferrari,262,2004 Constructor Standings
2,BAR Honda,119,2004 Constructor Standings
3,Renault,105,2004 Constructor Standings
4,Williams BMW,88,2004 Constructor Standings
5,McLaren Mercedes,69,2004 Constructor Standings
6,Sauber Petronas,34,2004 Constructor Standings
7,Jaguar Cosworth,10,2004 Constructor Standings
8,Toyota,9,2004 Constructor Standings
9,Jordan Ford,5,2004 Constructor Standings
10,Minardi Cosworth,1,2004 Constructor Standings
1,Renault,191,2005 Constructor Standings
2,McLaren Mercedes,182,2005 Constructor Standings
3,Ferrari,100,2005 Constructor Standings
4,Toyota,88,2005 Constructor Standings
5,Williams BMW,66,2005 Constructor Standings
6,BAR Honda,38,2005 Constructor Standings
7,RBR Cosworth,34,2005 Constructor Standings
8,Sauber Petronas,20,2005 Constructor Standings
9,Jordan Toyota,12,2005 Constructor Standings
10,Minardi Cosworth,7,2005 Constructor Standings
1,Renault,206,2006 Constructor Standings
2,Ferrari,201,2006 Constructor Standings
3,McLaren Mercedes,110,2006 Constructor Standings
4,Honda,86,2006 Constructor Standings
5,Sauber BMW,36,2006 Constructor Standings
6,Toyota,35,2006 Constructor Standings
7,RBR Ferrari,16,2006 Constructor Standings
8,Williams Cosworth,11,2006 Constructor Standings
9,STR Cosworth,1,2006 Constructor Standings
10,MF1 Toyota,0,2006 Constructor Standings
11,Super Aguri Honda,0,2006 Constructor Standings
1,Ferrari,204,2007 Constructor Standings
2,Sauber BMW,101,2007 Constructor Standings
3,Renault,51,2007 Constructor Standings
4,Williams Toyota,33,2007 Constructor Standings
5,Red Bull Renault,24,2007 Constructor Standings
6,Toyota,13,2007 Constructor Standings
7,STR Ferrari,8,2007 Constructor Standings
8,Honda,6,2007 Constructor Standings
9,Super Aguri Honda,4,2007 Constructor Standings
10,Spyker Ferrari,1,2007 Constructor Standings
EX,McLaren Mercedes,0,2007 Constructor Standings
1,Ferrari,172,2008 Constructor Standings
2,McLaren Mercedes,151,2008 Constructor Standings
3,Sauber BMW,135,2008 Constructor Standings
4,Renault,80,2008 Constructor Standings
5,Toyota,56,2008 Constructor Standings
6,STR Ferrari,39,2008 Constructor Standings
7,Red Bull Renault,29,2008 Constructor Standings
8,Williams Toyota,26,2008 Constructor Standings
9,Honda,14,2008 Constructor Standings
10,Force India Ferrari,0,2008 Constructor Standings
11,Super Aguri Honda,0,2008 Constructor Standings
1,Brawn Mercedes,172,2009 Constructor Standings
2,RBR Renault,153.5,2009 Constructor Standings
3,McLaren Mercedes,71,2009 Constructor Standings
4,Ferrari,70,2009 Constructor Standings
5,Toyota,59.5,2009 Constructor Standings
6,Sauber BMW,36,2009 Constructor Standings
7,Williams Toyota,34.5,2009 Constructor Standings
8,Renault,26,2009 Constructor Standings
9,Force India Mercedes,13,2009 Constructor Standings
10,STR Ferrari,8,2009 Constructor Standings
1,RBR Renault,498,2010 Constructor Standings
2,McLaren Mercedes,454,2010 Constructor Standings
3,Ferrari,396,2010 Constructor Standings
4,Mercedes,214,2010 Constructor Standings
5,Renault,163,2010 Constructor Standings
6,Williams Cosworth,69,2010 Constructor Standings
7,Force India Mercedes,68,2010 Constructor Standings
8,Sauber Ferrari,44,2010 Constructor Standings
9,STR Ferrari,13,2010 Constructor Standings
10,Lotus Cosworth,0,2010 Constructor Standings
11,HRT Cosworth,0,2010 Constructor Standings
12,Virgin Cosworth,0,2010 Constructor Standings
1,Red Bull Racing Renault,650,2011 Constructor Standings
2,McLaren Mercedes,497,2011 Constructor Standings
3,Ferrari,375,2011 Constructor Standings
4,Mercedes,165,2011 Constructor Standings
5,Renault,73,2011 Constructor Standings
6,Force India Mercedes,69,2011 Constructor Standings
7,Sauber Ferrari,44,2011 Constructor Standings
8,STR Ferrari,41,2011 Constructor Standings
9,Williams Cosworth,5,2011 Constructor Standings
10,Lotus Renault,0,2011 Constructor Standings
11,HRT Cosworth,0,2011 Constructor Standings
12,Virgin Cosworth,0,2011 Constructor Standings
1,Red Bull Racing Renault,460,2012 Constructor Standings
2,Ferrari,400,2012 Constructor Standings
3,McLaren Mercedes,378,2012 Constructor Standings
4,Lotus Renault,303,2012 Constructor Standings
5,Mercedes,142,2012 Constructor Standings
6,Sauber Ferrari,126,2012 Constructor Standings
7,Force India Mercedes,109,2012 Constructor Standings
8,Williams Renault,76,2012 Constructor Standings
9,STR Ferrari,26,2012 Constructor Standings
10,Caterham Renault,0,2012 Constructor Standings
11,Marussia Cosworth,0,2012 Constructor Standings
12,HRT Cosworth,0,2012 Constructor Standings
1,Red Bull Racing Renault,596,2013 Constructor Standings
2,Mercedes,360,2013 Constructor Standings
3,Ferrari,354,2013 Constructor Standings
4,Lotus Renault,315,2013 Constructor Standings
5,McLaren Mercedes,122,2013 Constructor Standings
6,Force India Mercedes,77,2013 Constructor Standings
7,Sauber Ferrari,57,2013 Constructor Standings
8,STR Ferrari,33,2013 Constructor Standings
9,Williams Renault,5,2013 Constructor Standings
10,Marussia Cosworth,0,2013 Constructor Standings
11,Caterham Renault,0,2013 Constructor Standings
1,Mercedes,701,2014 Constructor Standings
2,Red Bull Racing Renault,405,2014 Constructor Standings
3,Williams Mercedes,320,2014 Constructor Standings
4,Ferrari,216,2014 Constructor Standings
5,McLaren Mercedes,181,2014 Constructor Standings
6,Force India Mercedes,155,2014 Constructor Standings
7,STR Renault,30,2014 Constructor Standings
8,Lotus Renault,10,2014 Constructor Standings
9,Marussia Ferrari,2,2014 Constructor Standings
10,Sauber Ferrari,0,2014 Constructor Standings
11,Caterham Renault,0,2014 Constructor Standings
1,Mercedes,703,2015 Constructor Standings
2,Ferrari,428,2015 Constructor Standings
3,Williams Mercedes,257,2015 Constructor Standings
4,Red Bull Racing Renault,187,2015 Constructor Standings
5,Force India Mercedes,136,2015 Constructor Standings
6,Lotus Mercedes,78,2015 Constructor Standings
7,STR Renault,67,2015 Constructor Standings
8,Sauber Ferrari,36,2015 Constructor Standings
9,McLaren Honda,27,2015 Constructor Standings
10,Marussia Ferrari,0,2015 Constructor Standings
1,Mercedes,765,2016 Constructor Standings
2,Red Bull Racing TAG Heuer,468,2016 Constructor Standings
3,Ferrari,398,2016 Constructor Standings
4,Force India Mercedes,173,2016 Constructor Standings
5,Williams Mercedes,138,2016 Constructor Standings
6,McLaren Honda,76,2016 Constructor Standings
7,Toro Rosso Ferrari,63,2016 Constructor Standings
8,Haas Ferrari,29,2016 Constructor Standings
9,Renault,8,2016 Constructor Standings
10,Sauber Ferrari,2,2016 Constructor Standings
11,MRT Mercedes,1,2016 Constructor Standings
1,Mercedes,668,2017 Constructor Standings
2,Ferrari,522,2017 Constructor Standings
3,Red Bull Racing TAG Heuer,368,2017 Constructor Standings
4,Force India Mercedes,187,2017 Constructor Standings
5,Williams Mercedes,83,2017 Constructor Standings
6,Renault,57,2017 Constructor Standings
7,Toro Rosso,53,2017 Constructor Standings
8,Haas Ferrari,47,2017 Constructor Standings
9,McLaren Honda,30,2017 Constructor Standings
10,Sauber Ferrari,5,2017 Constructor Standings
1,Mercedes,655,2018 Constructor Standings
2,Ferrari,571,2018 Constructor Standings
3,Red Bull Racing TAG Heuer,419,2018 Constructor Standings
4,Renault,122,2018 Constructor Standings
5,Haas Ferrari,93,2018 Constructor Standings
6,McLaren Renault,62,2018 Constructor Standings
7,Force India Mercedes,52,2018 Constructor Standings
8,Sauber Ferrari,48,2018 Constructor Standings
9,Scuderia Toro Rosso Honda,33,2018 Constructor Standings
10,Williams Mercedes,7,2018 Constructor Standings
EX,Force India Sahara,0,2018 Constructor Standings
1,Mercedes,739,2019 Constructor Standings
2,Ferrari,504,2019 Constructor Standings
3,Red Bull Racing Honda,417,2019 Constructor Standings
4,McLaren Renault,145,2019 Constructor Standings
5,Renault,91,2019 Constructor Standings
6,Scuderia Toro Rosso Honda,85,2019 Constructor Standings
7,Racing Point BWT Mercedes,73,2019 Constructor Standings
8,Alfa Romeo Racing Ferrari,57,2019 Constructor Standings
9,Haas Ferrari,28,2019 Constructor Standings
10,Williams Mercedes,1,2019 Constructor Standings
1,Mercedes,573,2020 Constructor Standings
2,Red Bull Racing Honda,319,2020 Constructor Standings
3,McLaren Renault,202,2020 Constructor Standings
4,Racing Point BWT Mercedes,195,2020 Constructor Standings
5,Renault,181,2020 Constructor Standings
6,Ferrari,131,2020 Constructor Standings
7,AlphaTauri Honda,107,2020 Constructor Standings
8,Alfa Romeo Racing Ferrari,8,2020 Constructor Standings
9,Haas Ferrari,3,2020 Constructor Standings
10,Williams Mercedes,0,2020 Constructor Standings
1,Mercedes,613.5,2021 Constructor Standings
2,Red Bull Racing Honda,585.5,2021 Constructor Standings
3,Ferrari,323.5,2021 Constructor Standings
4,McLaren Mercedes,275,2021 Constructor Standings
5,Alpine Renault,155,2021 Constructor Standings
6,AlphaTauri Honda,142,2021 Constructor Standings
7,Aston Martin Mercedes,77,2021 Constructor Standings
8,Williams Mercedes,23,2021 Constructor Standings
9,Alfa Romeo Racing Ferrari,13,2021 Constructor Standings
10,Haas Ferrari,0,2021 Constructor Standings
